order_id,order_ts,order_date,customer_id,customer_name,segment,region,channel,line_no,product_id,product_name,product_category,quantity,unit_price,line_total,currency
O102172,2025-12-11T15:43:40,2025-12-11,C0054,Customer 0054,Consumer,NE,web,1,P300,Implementation Package,service,1,521.26,521.26,USD
O102173,2025-12-11T19:45:27,2025-12-11,C0154,Customer 0154,SMB,SW,web,1,P200,Analytics Add-on,addon,1,37.83,37.83,USD
O102174,2025-12-11T20:29:34,2025-12-11,C0174,Customer 0174,Mid-Market,SW,mobile,1,P110,Professional Subscription,subscription,1,74.51,74.51,USD
O102175,2025-12-11T12:21:05,2025-12-11,C0080,Customer 0080,Mid-Market,W,mobile,1,P300,Implementation Package,service,1,488.46,488.46,USD
O102176,2025-12-11T16:08:28,2025-12-11,C0060,Customer 0060,Consumer,MW,web,1,P200,Analytics Add-on,addon,1,41.76,41.76,USD
O102177,2025-12-11T14:50:29,2025-12-11,C0211,Customer 0211,SMB,NE,web,1,P110,Professional Subscription,subscription,1,84.61,84.61,USD
O102177,2025-12-11T14:50:29,2025-12-11,C0211,Customer 0211,SMB,NE,web,2,P100,Starter Subscription,subscription,1,31.15,31.15,USD
O102178,2025-12-11T18:37:12,2025-12-11,C0201,Customer 0201,Consumer,NE,web,1,P300,Implementation Package,service,1,504.14,504.14,USD
O102179,2025-12-11T13:06:43,2025-12-11,C0031,Customer 0031,Mid-Market,MW,web,1,P200,Analytics Add-on,addon,2,37.96,75.92,USD
O102180,2025-12-11T13:13:41,2025-12-11,C0116,Customer 0116,Mid-Market,NE,web,1,P200,Analytics Add-on,addon,2,37.21,74.42,USD
O102181,2025-12-11T10:41:59,2025-12-11,C0180,Customer 0180,SMB,SE,web,1,P110,Professional Subscription,subscription,1,84.74,84.74,USD
O102181,2025-12-11T10:41:59,2025-12-11,C0180,Customer 0180,SMB,SE,web,2,P300,Implementation Package,service,1,483.73,483.73,USD
O102182,2025-12-11T14:28:18,2025-12-11,C0182,Customer 0182,Consumer,MW,web,1,P300,Implementation Package,service,1,534.53,534.53,USD
O102182,2025-12-11T14:28:18,2025-12-11,C0182,Customer 0182,Consumer,MW,web,2,P100,Starter Subscription,subscription,1,29.76,29.76,USD
O102182,2025-12-11T14:28:18,2025-12-11,C0182,Customer 0182,Consumer,MW,web,3,P210,Automation Add-on,addon,1,56.37,56.37,USD
O102183,2025-12-11T11:29:03,2025-12-11,C0149,Customer 0149,Mid-Market,MW,web,1,P200,Analytics Add-on,addon,1,36.02,36.02,USD
O102183,2025-12-11T11:29:03,2025-12-11,C0149,Customer 0149,Mid-Market,MW,web,2,P120,Enterprise Subscription,subscription,1,203.13,203.13,USD
O102184,2025-12-11T20:49:56,2025-12-11,C0167,Customer 0167,Consumer,NE,mobile,1,P310,Training Package,service,1,291.91,291.91,USD
O102185,2025-12-11T17:36:12,2025-12-11,C0201,Customer 0201,Consumer,NE,partner,1,P310,Training Package,service,1,309.95,309.95,USD
O102186,2025-12-11T12:55:48,2025-12-11,C0027,Customer 0027,Consumer,MW,web,1,P110,Professional Subscription,subscription,1,78.31,78.31,USD
O102186,2025-12-11T12:55:48,2025-12-11,C0027,Customer 0027,Consumer,MW,web,2,P300,Implementation Package,service,1,495.85,495.85,USD
O102187,2025-12-11T17:14:38,2025-12-11,C0146,Customer 0146,SMB,SW,partner,1,P210,Automation Add-on,addon,2,62.25,124.50,USD
O102188,2025-12-11T12:40:02,2025-12-11,C0134,Customer 0134,SMB,SW,web,1,P200,Analytics Add-on,addon,1,35.92,35.92,USD
O102188,2025-12-11T12:40:02,2025-12-11,C0134,Customer 0134,SMB,SW,web,2,P100,Starter Subscription,subscription,1,29.06,29.06,USD
O102189,2025-12-11T14:44:15,2025-12-11,C0123,Customer 0123,Consumer,W,web,1,P300,Implementation Package,service,1,483.82,483.82,USD
O102189,2025-12-11T14:44:15,2025-12-11,C0123,Customer 0123,Consumer,W,web,2,P210,Automation Add-on,addon,2,59.91,119.82,USD
O102190,2025-12-11T14:48:28,2025-12-11,C0189,Customer 0189,SMB,SW,mobile,1,P110,Professional Subscription,subscription,1,78.28,78.28,USD
O102190,2025-12-11T14:48:28,2025-12-11,C0189,Customer 0189,SMB,SW,mobile,2,P300,Implementation Package,service,1,489.25,489.25,USD
O102191,2025-12-11T16:10:20,2025-12-11,C0126,Customer 0126,SMB,SE,web,1,P300,Implementation Package,service,1,518.13,518.13,USD
O102192,2025-12-11T09:17:04,2025-12-11,C0198,Customer 0198,SMB,SW,web,1,P110,Professional Subscription,subscription,1,73.25,73.25,USD
O102193,2025-12-12T09:11:16,2025-12-12,C0190,Customer 0190,Consumer,W,web,1,P110,Professional Subscription,subscription,1,83.50,83.50,USD
O102193,2025-12-12T09:11:16,2025-12-12,C0190,Customer 0190,Consumer,W,web,2,P120,Enterprise Subscription,subscription,1,198.29,198.29,USD
O102194,2025-12-12T10:21:17,2025-12-12,C0074,Customer 0074,Mid-Market,NE,web,1,P200,Analytics Add-on,addon,1,41.79,41.79,USD
O102195,2025-12-12T15:01:32,2025-12-12,C0166,Customer 0166,SMB,SE,partner,1,P110,Professional Subscription,subscription,1,82.22,82.22,USD
O102195,2025-12-12T15:01:32,2025-12-12,C0166,Customer 0166,SMB,SE,partner,2,P310,Training Package,service,1,288.31,288.31,USD
O102195,2025-12-12T15:01:32,2025-12-12,C0166,Customer 0166,SMB,SE,partner,3,P120,Enterprise Subscription,subscription,1,190.42,190.42,USD
O102196,2025-12-12T16:12:26,2025-12-12,C0116,Customer 0116,Mid-Market,NE,mobile,1,P210,Automation Add-on,addon,1,60.11,60.11,USD
O102196,2025-12-12T16:12:26,2025-12-12,C0116,Customer 0116,Mid-Market,NE,mobile,2,P300,Implementation Package,service,1,482.72,482.72,USD
O102197,2025-12-12T08:43:01,2025-12-12,C0038,Customer 0038,Mid-Market,NE,web,1,P210,Automation Add-on,addon,2,54.36,108.72,USD
O102197,2025-12-12T08:43:01,2025-12-12,C0038,Customer 0038,Mid-Market,NE,web,2,P200,Analytics Add-on,addon,2,38.89,77.78,USD
O102198,2025-12-12T10:14:10,2025-12-12,C0184,Customer 0184,SMB,MW,web,1,P120,Enterprise Subscription,subscription,1,187.48,187.48,USD
O102199,2025-12-12T18:10:13,2025-12-12,C0043,Customer 0043,Mid-Market,MW,mobile,1,P110,Professional Subscription,subscription,1,79.03,79.03,USD
O102200,2025-12-12T10:05:49,2025-12-12,C0175,Customer 0175,Enterprise,W,web,1,P310,Training Package,service,1,287.39,287.39,USD
O102200,2025-12-12T10:05:49,2025-12-12,C0175,Customer 0175,Enterprise,W,web,2,P120,Enterprise Subscription,subscription,1,187.26,187.26,USD
O102201,2025-12-12T16:13:50,2025-12-12,C0014,Customer 0014,Consumer,SW,partner,1,P310,Training Package,service,1,282.02,282.02,USD
O102201,2025-12-12T16:13:50,2025-12-12,C0014,Customer 0014,Consumer,SW,partner,2,P110,Professional Subscription,subscription,1,73.32,73.32,USD
O102202,2025-12-12T20:23:32,2025-12-12,C0124,Customer 0124,SMB,SE,web,1,P200,Analytics Add-on,addon,1,40.42,40.42,USD
O102203,2025-12-12T15:47:56,2025-12-12,C0044,Customer 0044,SMB,NE,web,1,P300,Implementation Package,service,1,531.05,531.05,USD
O102204,2025-12-12T08:05:30,2025-12-12,C0039,Customer 0039,Mid-Market,SW,partner,1,P100,Starter Subscription,subscription,1,27.20,27.20,USD
O102204,2025-12-12T08:05:30,2025-12-12,C0039,Customer 0039,Mid-Market,SW,partner,2,P310,Training Package,service,1,290.45,290.45,USD
O102205,2025-12-12T09:44:25,2025-12-12,C0126,Customer 0126,SMB,SE,web,1,P310,Training Package,service,1,310.41,310.41,USD
O102206,2025-12-12T11:39:40,2025-12-12,C0208,Customer 0208,Consumer,NE,web,1,P110,Professional Subscription,subscription,1,84.60,84.60,USD
O102206,2025-12-12T11:39:40,2025-12-12,C0208,Customer 0208,Consumer,NE,web,2,P210,Automation Add-on,addon,1,56.08,56.08,USD
O102207,2025-12-12T10:44:11,2025-12-12,C0059,Customer 0059,Consumer,W,mobile,1,P310,Training Package,service,1,298.09,298.09,USD
O102208,2025-12-12T15:35:26,2025-12-12,C0213,Customer 0213,Consumer,W,partner,1,P310,Training Package,service,1,278.12,278.12,USD
O102208,2025-12-12T15:35:26,2025-12-12,C0213,Customer 0213,Consumer,W,partner,2,P110,Professional Subscription,subscription,1,77.58,77.58,USD
O102208,2025-12-12T15:35:26,2025-12-12,C0213,Customer 0213,Consumer,W,partner,3,P210,Automation Add-on,addon,1,62.90,62.90,USD
O102209,2025-12-12T13:56:29,2025-12-12,C0083,Customer 0083,Mid-Market,SW,web,1,P210,Automation Add-on,addon,1,59.24,59.24,USD
O102209,2025-12-12T13:56:29,2025-12-12,C0083,Customer 0083,Mid-Market,SW,web,2,P300,Implementation Package,service,1,469.90,469.90,USD
O102210,2025-12-12T09:46:24,2025-12-12,C0074,Customer 0074,Mid-Market,NE,web,1,P210,Automation Add-on,addon,1,58.64,58.64,USD
O102210,2025-12-12T09:46:24,2025-12-12,C0074,Customer 0074,Mid-Market,NE,web,2,P110,Professional Subscription,subscription,1,82.25,82.25,USD
O102211,2025-12-12T16:31:06,2025-12-12,C0153,Customer 0153,Consumer,W,web,1,P200,Analytics Add-on,addon,1,39.71,39.71,USD
O102212,2025-12-12T14:13:30,2025-12-12,C0188,Customer 0188,Mid-Market,SW,mobile,1,P210,Automation Add-on,addon,1,60.69,60.69,USD
O102213,2025-12-12T19:22:46,2025-12-12,C0169,Customer 0169,Consumer,SW,partner,1,P200,Analytics Add-on,addon,1,39.12,39.12,USD
O102213,2025-12-12T19:22:46,2025-12-12,C0169,Customer 0169,Consumer,SW,partner,2,P110,Professional Subscription,subscription,1,78.93,78.93,USD
O102214,2025-12-12T14:38:34,2025-12-12,C0121,Customer 0121,SMB,NE,partner,1,P200,Analytics Add-on,addon,1,41.01,41.01,USD
O102215,2025-12-12T14:13:20,2025-12-12,C0230,Customer 0230,Enterprise,MW,mobile,1,P310,Training Package,service,1,292.56,292.56,USD
O102215,2025-12-12T14:13:20,2025-12-12,C0230,Customer 0230,Enterprise,MW,mobile,2,P210,Automation Add-on,addon,1,54.99,54.99,USD
O102215,2025-12-12T14:13:20,2025-12-12,C0230,Customer 0230,Enterprise,MW,mobile,3,P100,Starter Subscription,subscription,1,27.48,27.48,USD
O102216,2025-12-12T16:16:01,2025-12-12,C0227,Customer 0227,Mid-Market,MW,mobile,1,P110,Professional Subscription,subscription,1,77.17,77.17,USD
O102217,2025-12-12T08:39:39,2025-12-12,C0069,Customer 0069,Consumer,SE,web,1,P120,Enterprise Subscription,subscription,1,198.58,198.58,USD
O102217,2025-12-12T08:39:39,2025-12-12,C0069,Customer 0069,Consumer,SE,web,2,P100,Starter Subscription,subscription,1,30.79,30.79,USD
O102217,2025-12-12T08:39:39,2025-12-12,C0069,Customer 0069,Consumer,SE,web,3,P110,Professional Subscription,subscription,1,81.30,81.30,USD
O102218,2025-12-12T14:22:15,2025-12-12,C0192,Customer 0192,Mid-Market,MW,mobile,1,P210,Automation Add-on,addon,1,54.65,54.65,USD
O102219,2025-12-12T20:46:42,2025-12-12,C0121,Customer 0121,SMB,NE,mobile,1,P110,Professional Subscription,subscription,1,76.93,76.93,USD
O102220,2025-12-13T08:15:43,2025-12-13,C0161,Customer 0161,Mid-Market,SE,web,1,P210,Automation Add-on,addon,1,57.40,57.40,USD
O102221,2025-12-13T12:00:38,2025-12-13,C0237,Customer 0237,Mid-Market,MW,mobile,1,P100,Starter Subscription,subscription,1,27.65,27.65,USD
O102221,2025-12-13T12:00:38,2025-12-13,C0237,Customer 0237,Mid-Market,MW,mobile,2,P200,Analytics Add-on,addon,2,36.73,73.46,USD
O102222,2025-12-13T16:17:35,2025-12-13,C0192,Customer 0192,Mid-Market,MW,web,1,P120,Enterprise Subscription,subscription,1,208.80,208.80,USD
O102222,2025-12-13T16:17:35,2025-12-13,C0192,Customer 0192,Mid-Market,MW,web,2,P210,Automation Add-on,addon,2,56.39,112.78,USD
O102222,2025-12-13T16:17:35,2025-12-13,C0192,Customer 0192,Mid-Market,MW,web,3,P110,Professional Subscription,subscription,1,76.83,76.83,USD
O102223,2025-12-13T08:30:00,2025-12-13,C0101,Customer 0101,SMB,SE,mobile,1,P120,Enterprise Subscription,subscription,1,193.82,193.82,USD
O102223,2025-12-13T08:30:00,2025-12-13,C0101,Customer 0101,SMB,SE,mobile,2,P110,Professional Subscription,subscription,1,81.50,81.50,USD
O102224,2025-12-13T20:11:26,2025-12-13,C0027,Customer 0027,Consumer,MW,web,1,P300,Implementation Package,service,1,507.68,507.68,USD
O102225,2025-12-13T15:18:41,2025-12-13,C0142,Customer 0142,SMB,SW,web,1,P310,Training Package,service,1,283.72,283.72,USD
O102226,2025-12-13T12:34:50,2025-12-13,C0049,Customer 0049,Mid-Market,SE,web,1,P310,Training Package,service,1,320.25,320.25,USD
O102227,2025-12-13T14:25:56,2025-12-13,C0042,Customer 0042,Consumer,MW,mobile,1,P100,Starter Subscription,subscription,1,29.18,29.18,USD
O102228,2025-12-13T20:12:55,2025-12-13,C0145,Customer 0145,Mid-Market,W,web,1,P120,Enterprise Subscription,subscription,1,205.19,205.19,USD
O102229,2025-12-13T15:39:28,2025-12-13,C0067,Customer 0067,SMB,NE,partner,1,P100,Starter Subscription,subscription,1,26.78,26.78,USD
O102229,2025-12-13T15:39:28,2025-12-13,C0067,Customer 0067,SMB,NE,partner,2,P210,Automation Add-on,addon,1,62.25,62.25,USD
O102230,2025-12-13T19:39:58,2025-12-13,C0079,Customer 0079,SMB,SE,mobile,1,P200,Analytics Add-on,addon,1,40.22,40.22,USD
O102230,2025-12-13T19:39:58,2025-12-13,C0079,Customer 0079,SMB,SE,mobile,2,P110,Professional Subscription,subscription,1,82.52,82.52,USD
O102231,2025-12-13T17:29:55,2025-12-13,C0019,Customer 0019,Consumer,NE,web,1,P100,Starter Subscription,subscription,1,28.42,28.42,USD
O102232,2025-12-13T14:16:36,2025-12-13,C0144,Customer 0144,Consumer,W,web,1,P100,Starter Subscription,subscription,1,29.22,29.22,USD
O102232,2025-12-13T14:16:36,2025-12-13,C0144,Customer 0144,Consumer,W,web,2,P200,Analytics Add-on,addon,1,36.47,36.47,USD
O102233,2025-12-13T15:22:06,2025-12-13,C0057,Customer 0057,Mid-Market,W,web,1,P210,Automation Add-on,addon,2,61.23,122.46,USD
O102234,2025-12-13T18:01:04,2025-12-13,C0168,Customer 0168,Mid-Market,W,web,1,P300,Implementation Package,service,1,523.67,523.67,USD
O102234,2025-12-13T18:01:04,2025-12-13,C0168,Customer 0168,Mid-Market,W,web,2,P210,Automation Add-on,addon,1,63.01,63.01,USD
O102235,2025-12-13T09:00:08,2025-12-13,C0198,Customer 0198,SMB,SW,web,1,P210,Automation Add-on,addon,2,58.78,117.56,USD
O102235,2025-12-13T09:00:08,2025-12-13,C0198,Customer 0198,SMB,SW,web,2,P310,Training Package,service,1,305.29,305.29,USD
O102236,2025-12-13T15:22:09,2025-12-13,C0156,Customer 0156,Enterprise,SW,web,1,P210,Automation Add-on,addon,2,58.35,116.70,USD
O102236,2025-12-13T15:22:09,2025-12-13,C0156,Customer 0156,Enterprise,SW,web,2,P120,Enterprise Subscription,subscription,1,192.62,192.62,USD
O102237,2025-12-13T11:38:46,2025-12-13,C0128,Customer 0128,Consumer,SE,web,1,P310,Training Package,service,1,313.75,313.75,USD
O102238,2025-12-13T13:05:29,2025-12-13,C0227,Customer 0227,Mid-Market,MW,partner,1,P100,Starter Subscription,subscription,1,28.84,28.84,USD
O102238,2025-12-13T13:05:29,2025-12-13,C0227,Customer 0227,Mid-Market,MW,partner,2,P120,Enterprise Subscription,subscription,1,183.82,183.82,USD
O102239,2025-12-13T20:10:55,2025-12-13,C0196,Customer 0196,SMB,SW,web,1,P310,Training Package,service,1,312.60,312.60,USD
O102240,2025-12-13T19:18:57,2025-12-13,C0084,Customer 0084,Consumer,NE,partner,1,P300,Implementation Package,service,1,472.29,472.29,USD
O102241,2025-12-13T20:15:52,2025-12-13,C0230,Customer 0230,Enterprise,MW,web,1,P310,Training Package,service,1,308.42,308.42,USD
O102241,2025-12-13T20:15:52,2025-12-13,C0230,Customer 0230,Enterprise,MW,web,2,P200,Analytics Add-on,addon,1,40.43,40.43,USD
O102242,2025-12-13T13:44:27,2025-12-13,C0086,Customer 0086,Consumer,SW,mobile,1,P120,Enterprise Subscription,subscription,1,201.59,201.59,USD
O102242,2025-12-13T13:44:27,2025-12-13,C0086,Customer 0086,Consumer,SW,mobile,2,P110,Professional Subscription,subscription,1,78.93,78.93,USD
O102243,2025-12-13T09:17:38,2025-12-13,C0203,Customer 0203,SMB,SW,web,1,P120,Enterprise Subscription,subscription,1,188.86,188.86,USD
O102244,2025-12-13T16:24:45,2025-12-13,C0063,Customer 0063,SMB,NE,partner,1,P310,Training Package,service,1,286.04,286.04,USD
O102245,2025-12-13T13:34:22,2025-12-13,C0112,Customer 0112,SMB,NE,web,1,P310,Training Package,service,1,295.70,295.70,USD
O102246,2025-12-13T09:58:17,2025-12-13,C0136,Customer 0136,SMB,SE,mobile,1,P300,Implementation Package,service,1,509.98,509.98,USD
O102246,2025-12-13T09:58:17,2025-12-13,C0136,Customer 0136,SMB,SE,mobile,2,P120,Enterprise Subscription,subscription,1,187.12,187.12,USD
O102247,2025-12-13T20:48:38,2025-12-13,C0103,Customer 0103,Consumer,NE,partner,1,P100,Starter Subscription,subscription,1,29.25,29.25,USD
O102247,2025-12-13T20:48:38,2025-12-13,C0103,Customer 0103,Consumer,NE,partner,2,P120,Enterprise Subscription,subscription,1,202.44,202.44,USD
O102248,2025-12-14T12:11:03,2025-12-14,C0224,Customer 0224,Mid-Market,MW,web,1,P100,Starter Subscription,subscription,1,30.29,30.29,USD
O102249,2025-12-14T15:45:06,2025-12-14,C0045,Customer 0045,Consumer,MW,web,1,P200,Analytics Add-on,addon,1,38.00,38.00,USD
O102249,2025-12-14T15:45:06,2025-12-14,C0045,Customer 0045,Consumer,MW,web,2,P110,Professional Subscription,subscription,1,78.39,78.39,USD
O102250,2025-12-14T19:24:48,2025-12-14,C0135,Customer 0135,Mid-Market,SE,partner,1,P100,Starter Subscription,subscription,1,29.71,29.71,USD
O102251,2025-12-14T13:41:54,2025-12-14,C0061,Customer 0061,Consumer,MW,mobile,1,P120,Enterprise Subscription,subscription,1,197.39,197.39,USD
O102251,2025-12-14T13:41:54,2025-12-14,C0061,Customer 0061,Consumer,MW,mobile,2,P300,Implementation Package,service,1,527.28,527.28,USD
O102251,2025-12-14T13:41:54,2025-12-14,C0061,Customer 0061,Consumer,MW,mobile,3,P100,Starter Subscription,subscription,1,27.86,27.86,USD
O102252,2025-12-14T20:29:53,2025-12-14,C0003,Customer 0003,Consumer,W,web,1,P310,Training Package,service,1,296.16,296.16,USD
O102253,2025-12-14T20:46:46,2025-12-14,C0050,Customer 0050,Consumer,W,mobile,1,P120,Enterprise Subscription,subscription,1,194.25,194.25,USD
O102254,2025-12-14T08:26:13,2025-12-14,C0050,Customer 0050,Consumer,W,mobile,1,P310,Training Package,service,1,309.82,309.82,USD
O102255,2025-12-14T12:33:26,2025-12-14,C0033,Customer 0033,SMB,W,web,1,P310,Training Package,service,1,283.02,283.02,USD
O102255,2025-12-14T12:33:26,2025-12-14,C0033,Customer 0033,SMB,W,web,2,P300,Implementation Package,service,1,530.76,530.76,USD
O102255,2025-12-14T12:33:26,2025-12-14,C0033,Customer 0033,SMB,W,web,3,P110,Professional Subscription,subscription,1,83.41,83.41,USD
O102256,2025-12-14T15:56:00,2025-12-14,C0057,Customer 0057,Mid-Market,W,web,1,P300,Implementation Package,service,1,498.29,498.29,USD
O102256,2025-12-14T15:56:00,2025-12-14,C0057,Customer 0057,Mid-Market,W,web,2,P310,Training Package,service,1,291.10,291.10,USD
O102257,2025-12-14T11:43:52,2025-12-14,C0049,Customer 0049,Mid-Market,SE,web,1,P210,Automation Add-on,addon,1,62.96,62.96,USD
O102257,2025-12-14T11:43:52,2025-12-14,C0049,Customer 0049,Mid-Market,SE,web,2,P120,Enterprise Subscription,subscription,1,209.94,209.94,USD
O102258,2025-12-14T14:46:39,2025-12-14,C0130,Customer 0130,SMB,MW,partner,1,P210,Automation Add-on,addon,1,59.40,59.40,USD
O102258,2025-12-14T14:46:39,2025-12-14,C0130,Customer 0130,SMB,MW,partner,2,P310,Training Package,service,1,316.94,316.94,USD
O102259,2025-12-14T14:25:14,2025-12-14,C0102,Customer 0102,Consumer,SW,web,1,P310,Training Package,service,1,299.58,299.58,USD
O102260,2025-12-14T17:07:04,2025-12-14,C0171,Customer 0171,Consumer,NE,partner,1,P120,Enterprise Subscription,subscription,1,194.90,194.90,USD
O102260,2025-12-14T17:07:04,2025-12-14,C0171,Customer 0171,Consumer,NE,partner,2,P100,Starter Subscription,subscription,1,27.93,27.93,USD
O102260,2025-12-14T17:07:04,2025-12-14,C0171,Customer 0171,Consumer,NE,partner,3,P200,Analytics Add-on,addon,1,38.36,38.36,USD
O102261,2025-12-14T17:13:14,2025-12-14,C0043,Customer 0043,Mid-Market,MW,web,1,P200,Analytics Add-on,addon,1,37.97,37.97,USD
O102261,2025-12-14T17:13:14,2025-12-14,C0043,Customer 0043,Mid-Market,MW,web,2,P120,Enterprise Subscription,subscription,1,200.02,200.02,USD
O102262,2025-12-14T13:42:48,2025-12-14,C0210,Customer 0210,SMB,NE,web,1,P210,Automation Add-on,addon,2,60.73,121.46,USD
O102263,2025-12-14T17:14:59,2025-12-14,C0165,Customer 0165,Mid-Market,SE,web,1,P120,Enterprise Subscription,subscription,1,203.43,203.43,USD
O102264,2025-12-14T12:16:53,2025-12-14,C0158,Customer 0158,SMB,W,web,1,P110,Professional Subscription,subscription,1,77.66,77.66,USD
O102265,2025-12-14T19:38:34,2025-12-14,C0184,Customer 0184,SMB,MW,mobile,1,P100,Starter Subscription,subscription,1,30.93,30.93,USD
O102265,2025-12-14T19:38:34,2025-12-14,C0184,Customer 0184,SMB,MW,mobile,2,P310,Training Package,service,1,288.89,288.89,USD
O102266,2025-12-14T11:22:28,2025-12-14,C0191,Customer 0191,SMB,W,mobile,1,P100,Starter Subscription,subscription,1,29.26,29.26,USD
O102267,2025-12-14T10:25:49,2025-12-14,C0118,Customer 0118,SMB,SE,partner,1,P120,Enterprise Subscription,subscription,1,184.75,184.75,USD
O102268,2025-12-14T12:42:02,2025-12-14,C0083,Customer 0083,Mid-Market,SW,mobile,1,P110,Professional Subscription,subscription,1,82.10,82.10,USD
O102269,2025-12-15T19:25:09,2025-12-15,C0011,Customer 0011,SMB,MW,web,1,P110,Professional Subscription,subscription,1,77.63,77.63,USD
O102270,2025-12-15T14:07:17,2025-12-15,C0066,Customer 0066,Consumer,NE,web,1,P210,Automation Add-on,addon,2,62.49,124.98,USD
O102270,2025-12-15T14:07:17,2025-12-15,C0066,Customer 0066,Consumer,NE,web,2,P110,Professional Subscription,subscription,1,80.64,80.64,USD
O102271,2025-12-15T17:36:36,2025-12-15,C0224,Customer 0224,Mid-Market,MW,web,1,P100,Starter Subscription,subscription,1,27.83,27.83,USD
O102272,2025-12-15T15:18:25,2025-12-15,C0006,Customer 0006,Consumer,W,mobile,1,P100,Starter Subscription,subscription,1,30.56,30.56,USD
O102272,2025-12-15T15:18:25,2025-12-15,C0006,Customer 0006,Consumer,W,mobile,2,P120,Enterprise Subscription,subscription,1,193.84,193.84,USD
O102273,2025-12-15T11:31:38,2025-12-15,C0015,Customer 0015,SMB,SW,mobile,1,P210,Automation Add-on,addon,1,60.35,60.35,USD
O102273,2025-12-15T11:31:38,2025-12-15,C0015,Customer 0015,SMB,SW,mobile,2,P110,Professional Subscription,subscription,1,78.32,78.32,USD
O102273,2025-12-15T11:31:38,2025-12-15,C0015,Customer 0015,SMB,SW,mobile,3,P100,Starter Subscription,subscription,1,31.03,31.03,USD
O102274,2025-12-15T10:39:09,2025-12-15,C0159,Customer 0159,Consumer,SW,partner,1,P110,Professional Subscription,subscription,1,78.29,78.29,USD
O102275,2025-12-15T11:05:15,2025-12-15,C0144,Customer 0144,Consumer,W,web,1,P300,Implementation Package,service,1,476.49,476.49,USD
O102275,2025-12-15T11:05:15,2025-12-15,C0144,Customer 0144,Consumer,W,web,2,P310,Training Package,service,1,287.03,287.03,USD
O102276,2025-12-15T13:56:57,2025-12-15,C0227,Customer 0227,Mid-Market,MW,web,1,P300,Implementation Package,service,1,467.68,467.68,USD
O102276,2025-12-15T13:56:57,2025-12-15,C0227,Customer 0227,Mid-Market,MW,web,2,P120,Enterprise Subscription,subscription,1,186.62,186.62,USD
O102276,2025-12-15T13:56:57,2025-12-15,C0227,Customer 0227,Mid-Market,MW,web,3,P210,Automation Add-on,addon,1,54.39,54.39,USD
O102277,2025-12-15T17:50:33,2025-12-15,C0144,Customer 0144,Consumer,W,mobile,1,P200,Analytics Add-on,addon,1,40.42,40.42,USD
O102277,2025-12-15T17:50:33,2025-12-15,C0144,Customer 0144,Consumer,W,mobile,2,P110,Professional Subscription,subscription,1,74.47,74.47,USD
O102277,2025-12-15T17:50:33,2025-12-15,C0144,Customer 0144,Consumer,W,mobile,3,P300,Implementation Package,service,1,530.53,530.53,USD
O102278,2025-12-15T20:19:05,2025-12-15,C0154,Customer 0154,SMB,SW,mobile,1,P210,Automation Add-on,addon,1,58.77,58.77,USD
O102279,2025-12-15T10:59:15,2025-12-15,C0208,Customer 0208,Consumer,NE,partner,1,P100,Starter Subscription,subscription,1,31.24,31.24,USD
O102279,2025-12-15T10:59:15,2025-12-15,C0208,Customer 0208,Consumer,NE,partner,2,P300,Implementation Package,service,1,483.10,483.10,USD
O102279,2025-12-15T10:59:15,2025-12-15,C0208,Customer 0208,Consumer,NE,partner,3,P110,Professional Subscription,subscription,1,77.08,77.08,USD
O102280,2025-12-15T15:59:27,2025-12-15,C0177,Customer 0177,Consumer,W,mobile,1,P110,Professional Subscription,subscription,1,79.80,79.80,USD
O102281,2025-12-15T10:13:03,2025-12-15,C0163,Customer 0163,Consumer,MW,web,1,P200,Analytics Add-on,addon,1,39.36,39.36,USD
O102282,2025-12-15T18:41:37,2025-12-15,C0077,Customer 0077,SMB,SE,mobile,1,P100,Starter Subscription,subscription,1,30.15,30.15,USD
O102282,2025-12-15T18:41:37,2025-12-15,C0077,Customer 0077,SMB,SE,mobile,2,P200,Analytics Add-on,addon,1,41.59,41.59,USD
O102283,2025-12-15T12:18:07,2025-12-15,C0224,Customer 0224,Mid-Market,MW,web,1,P120,Enterprise Subscription,subscription,1,203.84,203.84,USD
O102283,2025-12-15T12:18:07,2025-12-15,C0224,Customer 0224,Mid-Market,MW,web,2,P210,Automation Add-on,addon,1,60.73,60.73,USD
O102284,2025-12-15T10:29:19,2025-12-15,C0112,Customer 0112,SMB,NE,mobile,1,P310,Training Package,service,1,297.73,297.73,USD
O102284,2025-12-15T10:29:19,2025-12-15,C0112,Customer 0112,SMB,NE,mobile,2,P120,Enterprise Subscription,subscription,1,184.78,184.78,USD
O102285,2025-12-15T13:28:46,2025-12-15,C0171,Customer 0171,Consumer,NE,web,1,P120,Enterprise Subscription,subscription,1,206.11,206.11,USD
O102286,2025-12-15T13:00:54,2025-12-15,C0061,Customer 0061,Consumer,MW,partner,1,P110,Professional Subscription,subscription,1,77.24,77.24,USD
O102287,2025-12-15T10:00:40,2025-12-15,C0229,Customer 0229,SMB,SE,web,1,P210,Automation Add-on,addon,2,57.08,114.16,USD
O102288,2025-12-15T12:27:07,2025-12-15,C0026,Customer 0026,Consumer,NE,mobile,1,P300,Implementation Package,service,1,480.27,480.27,USD
O102289,2025-12-15T13:14:41,2025-12-15,C0095,Customer 0095,SMB,SE,mobile,1,P310,Training Package,service,1,316.40,316.40,USD
